year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2016,3,1476,1.2 B,Kosogov,Andrei,Andrei Kosogov,1961-03-15,54,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2016,3,1476,1.2 B,Krasny,Michael,Michael Krasny,1953-08-08,62,Male,United States,United States,Highland Park,Technology,['Technology'],Sawdust Investment Management Corp.,Investor,True,Decreased
2016,3,1476,1.2 B,Kvetnoi,Lev,Lev Kvetnoi,1965-08-27,50,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],,,True,Remained Even
2016,3,1476,1.2 B,Lauder,William,William Lauder,1960-04-11,55,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1476,1.2 B,Leibinger,Peter,Peter Leibinger,1967-01-01,49,Male,Germany,Germany,Schwieberdingen,Manufacturing,['Manufacturing'],,,False,
2016,3,1476,1.2 B,Leibinger,Regine,Regine Leibinger,1963-01-01,53,Female,Germany,Germany,Berlin,Manufacturing,['Manufacturing'],,,False,
2016,3,1476,1.2 B,Li,Fucheng,Li Fucheng,1946-01-01,70,Male,China,China,Sanhe,Food and Beverage,['Food and Beverage'],,,True,
2016,3,1476,1.2 B,Liu,Changqing,Liu Changqing & family,1952-12-01,63,Male,China,China,Anshan,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1476,1.2 B,Mackintosh,Cameron,Cameron Mackintosh,1946-10-17,69,Male,United Kingdom,United Kingdom,London,Media & Entertainment,['Media & Entertainment'],,,True,
2016,3,1476,1.2 B,Mariwala,Kishore,Kishore Mariwala,1935-02-14,81,Male,India,India,Mumbai,Food and Beverage,['Food and Beverage'],,,False,Increased
2016,3,1476,1.2 B,Martin,John,John Martin,1951-05-07,64,Male,United States,United States,Hillsborough,Healthcare,['Healthcare'],,,True,Increased
2016,3,1476,1.2 B,Michel,Willy,Willy Michel,1947-01-01,69,Male,Switzerland,Switzerland,Burgdorf,Healthcare,['Healthcare'],,,True,
2016,3,1476,1.2 B,Mints,Boris,Boris Mints,1958-07-24,57,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1476,1.2 B,Munger,Charles,Charles Munger,1924-01-01,92,Male,United States,United States,Los Angeles,Finance and Investments,['Finance and Investments'],Berkshire Hathaway,Vice Chairman,True,Decreased
2016,3,1476,1.2 B,Ni,Zhaoxing,Ni Zhaoxing,1956-01-01,60,Male,China,China,Shanghai,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1476,1.2 B,Nordstrom,Bruce,Bruce Nordstrom,1933-10-01,82,Male,United States,United States,Seattle,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1476,1.2 B,Papillaud,Pierre,Pierre Papillaud,1935-07-01,80,Male,France,France,Paris,Food and Beverage,['Food and Beverage'],,,True,Remained Even
2016,3,1476,1.2 B,Pinchuk,Victor,Victor Pinchuk,1960-12-14,55,Male,Ukraine,Ukraine,Kiev,Metals & Mining,['Metals & Mining'],,,True,Decreased
2016,3,1476,1.2 B,Prebys,Conrad,Conrad Prebys,1933-08-20,82,Male,United States,,,Real Estate,['Real Estate'],,,True,
2016,3,1476,1.2 B,Price,Michael,Michael Price,1952-07-03,63,Male,United States,United States,Far Hills,Finance and Investments,['Finance and Investments'],MFP Investors Inc.,President,False,Decreased
2016,3,1476,1.2 B,Roullier,Daniel,Daniel Roullier & family,1937-01-01,79,Male,France,France,Paris,Food and Beverage,['Food and Beverage'],,,True,Decreased
2016,3,1476,1.2 B,Ruan,Shuilong,Ruan Shuilong & family,1935-12-01,80,Male,China,China,Shangyu,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1476,1.2 B,Rydge,Alan,Alan Rydge,1952-06-24,63,Male,Australia,Australia,Sydney,Real Estate,['Real Estate'],,,True,Remained Even
2016,3,1476,1.2 B,Sandberg,Sheryl,Sheryl Sandberg,1969-08-28,46,Female,United States,United States,Atherton,Technology,['Technology'],Facebook,COO,True,Increased
2016,3,1476,1.2 B,Schoeller,Monika,Monika Schoeller,1939-01-01,77,Female,Germany,Germany,Stuttgart,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2016,3,1476,1.2 B,Shamalov,Kirill,Kirill Shamalov,1982-03-22,33,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,
2016,3,1476,1.2 B,Shin,Dong-Joo,Shin Dong-Joo,1954-01-28,62,Male,South Korea,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],Lotte Shopping,,False,Decreased
2016,3,1476,1.2 B,Shvidler,Evgeny (Eugene),Evgeny (Eugene) Shvidler,1964-03-23,51,Male,United States,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2016,3,1476,1.2 B,Sperling,Peter,Peter Sperling,1959-11-22,56,Male,United States,United States,Phoenix,Service,['Service'],,,False,Decreased
2016,3,1476,1.2 B,Steinhardt,Michael,Michael Steinhardt,1940-12-07,75,Male,United States,United States,Mount Kisco,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1476,1.2 B,Su,Weizhong,Su Weizhong,1968-09-01,47,Male,China,China,Shanghai,Energy,['Energy'],,,True,
2016,3,1476,1.2 B,Sun,Shoukuan,Sun Shoukuan,1949-10-01,66,Male,China,China,Yingkou,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1476,1.2 B,Tykac,Pavel,Pavel Tykac,1964-05-15,51,Male,Czech Republic,Czech Republic,Prague,Metals & Mining,['Metals & Mining'],,,True,Increased
2016,3,1476,1.2 B,von Holtzbrinck,Stefan,Stefan von Holtzbrinck,1963-05-15,52,Male,Germany,Germany,Stuttgart,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2016,3,1476,1.2 B,Wang,Junjin,Wang Junjin,1968-12-01,47,Male,China,China,Shanghai,Service,['Service'],,,True,
2016,3,1476,1.2 B,Wen,Jianping,Wen Jianping,1962-03-01,54,Male,China,China,Beijing,Service,['Service'],,,True,Decreased
2016,3,1476,1.2 B,Wortmann,Horst,Horst Wortmann,1941-05-08,74,Male,Germany,Germany,Detmold,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1476,1.2 B,Wu,Yiling,Wu Yiling & family,1949-10-24,66,Male,China,China,Shijiazhuang,Healthcare,['Healthcare'],,Entrepreneur,True,Decreased
2016,3,1476,1.2 B,Yang,Keng,Yang Keng,1961-01-01,55,Male,China,China,Chengdu,Real Estate,['Real Estate'],,,True,Increased
2016,3,1476,1.2 B,Yu,Minhong,Yu Minhong,1962-01-01,54,Male,China,China,Beijing,Service,['Service'],,,True,Returned to List
2016,3,1476,1.2 B,Zhang,Zhirong,Zhang Zhirong,1968-12-01,47,Male,Hong Kong,Hong Kong,Hong Kong,Diversified,['Diversified'],,,True,Decreased
2016,3,1476,1.2 B,Zhao,Xiaoqiang,Zhao Xiaoqiang,1967-03-24,48,Male,China,China,Shaoxing,Fashion & Retail,['Fashion & Retail'],,,True,
2016,3,1476,1.2 B,Zheng,Jianjiang,Zheng Jianjiang & family,1961-01-01,55,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,
2016,3,1476,1.2 B,Zhong,Sheng Jian,Zhong Sheng Jian,1958-03-03,57,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,True,Increased
2016,3,1577,1.1 B,Abdul,Rasyid,Abdul Rasyid,1958-01-01,58,Male,Indonesia,Singapore,Singapore,Manufacturing,['Manufacturing'],,Entrepreneur,True,
2016,3,1577,1.1 B,Alcocer,Alberto,Alberto Alcocer,1942-12-07,73,Male,Spain,Spain,Madrid,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1577,1.1 B,Alfond,Bill,Bill Alfond,1948-05-16,67,Male,United States,United States,Belgrade,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1577,1.1 B,Alfond,Peter,Peter Alfond,1952-05-17,63,Male,United States,,,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1577,1.1 B,Alfond,Susan,Susan Alfond,1945-07-19,70,Female,United States,United States,Scarborough,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1577,1.1 B,Alfond,Ted,Ted Alfond,1944-08-19,71,Male,United States,United States,Weston,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1577,1.1 B,Alukkas,Joy,Joy Alukkas,1956-09-04,59,Male,India,India,Cochin,Fashion & Retail,['Fashion & Retail'],,,False,Returned to List
2016,3,1577,1.1 B,Amin,Chirayu,Chirayu Amin,1946-12-04,69,Male,India,India,Baroda,Healthcare,['Healthcare'],,,False,
2016,3,1577,1.1 B,Asfari,Ayman,Ayman Asfari,1958-07-08,57,Male,United Kingdom,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2016,3,1577,1.1 B,Bailey,Thomas,Thomas Bailey,1937-01-01,79,Male,United States,United States,Aspen,Finance and Investments,['Finance and Investments'],,,True,Remained Even
2016,3,1577,1.1 B,Bakeri,Achal,Achal Bakeri,1960-01-09,56,Male,India,India,Ahmedabad,Manufacturing,['Manufacturing'],,,True,Increased
2016,3,1577,1.1 B,Baturina,Elena,Elena Baturina,1963-03-08,52,Female,Russia,United Kingdom,London,Construction & Engineering,['Construction & Engineering'],,,True,Increased
2016,3,1577,1.1 B,Belmont Anderson,Eduardo,Eduardo Belmont Anderson,1945-11-20,70,Male,Peru,Peru,Lima,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Bensadoun,Aldo,Aldo Bensadoun,1939-01-01,77,Male,Canada,Canada,Montreal,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Berkley,William,William Berkley,1946-09-01,69,Male,United States,United States,Greenwich,Finance and Investments,['Finance and Investments'],WR Berkley,Chairman and CEO,True,Remained Even
2016,3,1577,1.1 B,Berner,Albert,Albert Berner & family,1935-07-12,80,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Blakely,Sara,Sara Blakely,1971-02-27,45,Female,United States,United States,Atlanta,Fashion & Retail,['Fashion & Retail'],Spanx,Founder,True,Increased
2016,3,1577,1.1 B,Bloor,John,John Bloor,1943-06-16,72,Male,United Kingdom,United Kingdom,Aberdyfi,Diversified,['Diversified'],,,True,
2016,3,1577,1.1 B,Brandes,Charles,Charles Brandes,1943-03-02,72,Male,United States,United States,San Diego,Finance and Investments,['Finance and Investments'],"Brandes Investment Partners, L.P.",Founder & Chairman,True,Decreased
2016,3,1577,1.1 B,Brescia Cafferata,Ana Maria,Ana Maria Brescia Cafferata,1924-04-19,91,Female,Peru,Peru,Lima,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Busujima,Hideyuki,Hideyuki Busujima,1952-09-30,63,Male,Japan,Japan,Tokyo,Gambling & Casinos,['Gambling & Casinos'],,,False,
2016,3,1577,1.1 B,Chaudhary,Binod,Binod Chaudhary & family,1955-04-14,60,Male,Nepal,Nepal,Kathmandu,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Cheng,Xue,Cheng Xue,1970-02-26,46,Female,China,China,Foshan,Food and Beverage,['Food and Beverage'],,,True,Increased
2016,3,1577,1.1 B,Cho,Chang-Gul,Cho Chang-Gul,1939-05-28,76,Male,South Korea,South Korea,Seoul,Manufacturing,['Manufacturing'],Hanssem,,True,
2016,3,1577,1.1 B,Chu,Mang Yee,Chu Mang Yee & family,1960-01-01,56,Male,China,China,Guangzhou,Real Estate,['Real Estate'],,,True,Remained Even
2016,3,1577,1.1 B,Del Pino y Calvo-Sotelo,D. Leopoldo,D. Leopoldo Del Pino y Calvo-Sotelo,1962-07-30,53,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,False,Returned to List
2016,3,1577,1.1 B,Dentressangle,Norbert,Norbert Dentressangle,1954-07-09,61,Male,France,France,Lyon,Logistics,['Logistics'],,,True,
2016,3,1577,1.1 B,Dewji,Mohammed,Mohammed Dewji,1975-05-08,40,Male,Tanzania,Tanzania,Dar es Salaam,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Engelhardt,Henry,Henry Engelhardt,1958-01-17,58,Male,United States,United Kingdom,Cardiff,Finance and Investments,['Finance and Investments'],Admiral Group plc,Chief Executive Officer,True,Remained Even
2016,3,1577,1.1 B,Fan,Zhaoxia,Fan Zhaoxia,1967-07-20,48,Female,China,China,Beijing,Energy,['Energy'],,,True,Remained Even
2016,3,1577,1.1 B,Feinberg,Stephen,Stephen Feinberg,1960-03-29,55,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],Cerberus Capital Management,Co-founder and CEO,True,Decreased
2016,3,1577,1.1 B,Fukutake,Soichiro,Soichiro Fukutake,1945-12-14,70,Male,Japan,New Zealand,Auckland,Service,['Service'],,,False,Remained Even
2016,3,1577,1.1 B,Goenka,Sanjiv,Sanjiv Goenka,1961-01-29,55,Male,India,India,Kolkata,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Gu,Wei,Gu Wei,1965-01-27,51,Male,China,China,Shenzhen,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Gunal,Mehmet Nazif,Mehmet Nazif Gunal,1948-02-01,68,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Decreased
2016,3,1577,1.1 B,Gunsel,Suat,Suat Gunsel,1952-08-03,63,Male,Cyprus,Cyprus,Lefkosa,Real Estate,['Real Estate'],,,True,Remained Even
2016,3,1577,1.1 B,Gupta,Vinod & Anil Rai,Vinod & Anil Rai Gupta,1945-09-15,70,Female,India,India,Delhi,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1577,1.1 B,Haji-Ioannou,Clelia,Clelia Haji-Ioannou,1971-01-01,45,Female,Cyprus,,,Service,['Service'],,,False,Decreased
2016,3,1577,1.1 B,Hamilton,Dorrance,Dorrance Hamilton & family,1928-08-16,87,Female,United States,,,Food and Beverage,['Food and Beverage'],,,False,Remained Even
2016,3,1577,1.1 B,Han,Tao,Han Tao,1960-10-30,55,Male,China,China,Lin'an,Manufacturing,['Manufacturing'],,,True,
2016,3,1577,1.1 B,He,Yamin,He Yamin & family,1957-02-23,59,Male,China,China,Chengdu,Manufacturing,['Manufacturing'],,,True,
2016,3,1577,1.1 B,Herlin,Ilkka,Ilkka Herlin,1959-01-01,57,Male,Finland,Finland,Helsinki,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1577,1.1 B,Herlin,Niklas,Niklas Herlin,1963-11-18,52,Male,Finland,,,Manufacturing,['Manufacturing'],,,False,Decreased
2016,3,1577,1.1 B,Hill,J. Tomilson,J. Tomilson Hill,1948-05-24,67,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1577,1.1 B,Hong,Seok-Joh,Hong Seok-Joh,1953-01-08,63,Male,South Korea,South Korea,Seoul,Fashion & Retail,['Fashion & Retail'],BGF Retail,,False,
2016,3,1577,1.1 B,Hua,Xuande,Hua Xuande & family,1943-10-30,72,Male,China,China,Taizhou,Healthcare,['Healthcare'],,,True,
2016,3,1577,1.1 B,Ibrahim,Mohammed,Mohammed Ibrahim,1946-05-03,69,Male,United Kingdom,United Kingdom,London,Telecom,['Telecom'],Mo Ibrahim Foundation,Founder,True,Remained Even
2016,3,1577,1.1 B,Jacobs,Irwin,Irwin Jacobs,1933-10-18,82,Male,United States,United States,La Jolla,Technology,['Technology'],Qualcomm,Entrepreneur,True,Decreased
2016,3,1577,1.1 B,Jenkins,Howard,Howard Jenkins,1951-03-10,64,Male,United States,United States,Tampa,Fashion & Retail,['Fashion & Retail'],,,False,
2016,3,1577,1.1 B,Johnston,Summerfield,"Summerfield Johnston, Jr.",1932-09-01,83,Male,United States,United States,Chattanooga,Food and Beverage,['Food and Beverage'],,,True,Increased
2016,3,1577,1.1 B,Jordan,Michael,Michael Jordan,1963-02-17,53,Male,United States,United States,Jupiter,Sports,['Sports'],,Athlete,True,Increased
2016,3,1577,1.1 B,Joyce,Ronald,Ronald Joyce,1930-10-19,85,Male,Canada,Canada,Calgary,Diversified,['Diversified'],,,True,Decreased
2016,3,1577,1.1 B,Kan,Billy,Billy Kan,1952-04-01,63,Male,Hong Kong,Hong Kong,Hong Kong,Energy,['Energy'],,,True,Decreased
2016,3,1577,1.1 B,Kaspersky,Eugene,Eugene Kaspersky,1965-10-04,50,Male,Russia,Russia,Moscow,Technology,['Technology'],,,True,Increased
2016,3,1577,1.1 B,Kataria,Raghuvinder,Raghuvinder Kataria,1949-04-14,66,Male,United Kingdom,United Arab Emirates,Dubai,Finance and Investments,['Finance and Investments'],,,True,Remained Even
2016,3,1577,1.1 B,Kim,Taek-Jin,Kim Taek-Jin,1967-03-14,48,Male,South Korea,South Korea,Seoul,Gambling & Casinos,['Gambling & Casinos'],NCSOFT Corporation,,True,Decreased
2016,3,1577,1.1 B,Knapp,Friedrich,Friedrich Knapp,1951-05-06,64,Male,Germany,Germany,Brunswick,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Kuan,Kam Hon,Kuan Kam Hon,1948-01-01,68,Male,Malaysia,Malaysia,Kuala Lumpur,Manufacturing,['Manufacturing'],,,True,
2016,3,1577,1.1 B,Langley,Anthony,Anthony Langley,1954-12-02,61,Male,United Kingdom,United Kingdom,Nottinghamshire,Diversified,['Diversified'],,,True,
2016,3,1577,1.1 B,Lau,Thomas,Thomas Lau,1954-04-01,61,Male,Hong Kong,Hong Kong,Hong Kong,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1577,1.1 B,Lauder,Jane,Jane Lauder,1973-01-01,43,Female,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2016,3,1577,1.1 B,Lee,Ho-Jin,Lee Ho-Jin,1962-12-08,53,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Taekwang Industrial,,False,Remained Even
2016,3,1577,1.1 B,Lee,Myung-Hee,Lee Myung-Hee,1943-09-05,72,Female,South Korea,South Korea,Seoul,Fashion & Retail,['Fashion & Retail'],Shinsegae,,False,Decreased
2016,3,1577,1.1 B,Leibinger-Kammueller,Nicola,Nicola Leibinger-Kammueller,1959-12-15,56,Female,Germany,Germany,Berlin,Manufacturing,['Manufacturing'],,,False,
2016,3,1577,1.1 B,Li,Tan,Li Tan,1964-12-19,51,Female,China,China,Shenzhen,Healthcare,['Healthcare'],,,True,Decreased
2016,3,1577,1.1 B,Li,Yong,Li Yong,,,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,
2016,3,1577,1.1 B,Li,Zhen,Li Zhen & family,1964-01-23,52,Male,China,China,Hefei,Manufacturing,['Manufacturing'],,,True,
2016,3,1577,1.1 B,Lin,Bin,Lin Bin,1968-02-01,48,Male,United States,China,Shenzhen,Technology,['Technology'],,,True,Decreased
2016,3,1577,1.1 B,Liu,Baolin,Liu Baolin,1953-06-01,62,Male,China,China,Wuhan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Liu,Zhenguo,Liu Zhenguo,1965-02-03,51,Male,China,China,Beijing,Service,['Service'],,,True,Increased
2016,3,1577,1.1 B,Liu,Zhiqiang,Liu Zhiqiang,1964-10-25,51,Male,China,China,Guangzhou,Diversified,['Diversified'],,,True,
2016,3,1577,1.1 B,Llado Fernandez-Urrutia,Jose,Jose Llado Fernandez-Urrutia,1934-03-29,81,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2016,3,1577,1.1 B,Mahindra,Anand,Anand Mahindra,1955-05-01,60,Male,India,India,Mumbai,Automotive,['Automotive'],,,False,Decreased
2016,3,1577,1.1 B,Moraes,Ermirio Pereira de,Ermirio Pereira de Moraes,1932-05-13,83,Male,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Moraes Scripilliti,Maria Helena,Maria Helena Moraes Scripilliti,1930-09-20,85,Female,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Decreased
2016,3,1577,1.1 B,Motsepe,Patrice,Patrice Motsepe,1962-01-28,54,Male,South Africa,South Africa,Johannesburg,Metals & Mining,['Metals & Mining'],,,True,Decreased
2016,3,1577,1.1 B,Munot,Mofatraj,Mofatraj Munot,1944-10-04,71,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,True,Decreased
2016,3,1577,1.1 B,Nan,Cunhui,Nan Cunhui,1963-07-09,52,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Oei,Hong Leong,Oei Hong Leong,1948-03-21,67,Male,Singapore,Singapore,Singapore,Finance and Investments,['Finance and Investments'],,,False,Increased
2016,3,1577,1.1 B,Okada,Kazuo,Kazuo Okada & family,1942-10-03,73,Male,Japan,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,True,Decreased
2016,3,1577,1.1 B,Pan,Weiming,Pan Weiming,1964-01-01,52,Male,China,China,Guangzhou,Real Estate,['Real Estate'],,,True,
2016,3,1577,1.1 B,Parisotto,Lirio,Lirio Parisotto,1953-12-18,62,Male,Brazil,Brazil,Manaus,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1577,1.1 B,Rabiu,Abdulsamad,Abdulsamad Rabiu,1960-08-04,55,Male,Nigeria,Nigeria,Lagos,Diversified,['Diversified'],,,False,Increased
2016,3,1577,1.1 B,Rappoport,Andrei,Andrei Rappoport,1963-06-22,52,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],,,True,Remained Even
2016,3,1577,1.1 B,Ressler,Antony,Antony Ressler,1962-01-01,54,Male,United States,United States,Los Angeles,Finance and Investments,['Finance and Investments'],,,True,Decreased
2016,3,1577,1.1 B,Ru,Jiyong,Ru Jiyong & family,1973-01-01,43,Male,China,China,Suzhou,Fashion & Retail,['Fashion & Retail'],,,True,
2016,3,1577,1.1 B,Ruffini,Remo,Remo Ruffini,1961-08-27,54,Male,Italy,Italy,Como,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Sankai,Yoshiyuki,Yoshiyuki Sankai,1958-06-26,57,Male,Japan,Japan,Ibaraki,Technology,['Technology'],,,True,Increased
2016,3,1577,1.1 B,Selig,Martin,Martin Selig,1937-12-31,78,Male,United States,United States,Seattle,Real Estate,['Real Estate'],,,True,
2016,3,1577,1.1 B,Sheth,Brian,Brian Sheth,1975-11-26,40,Male,United States,United States,Austin,Finance and Investments,['Finance and Investments'],,,True,
2016,3,1577,1.1 B,Shibulal,S.D.,S.D. Shibulal,1955-03-01,61,Male,India,India,Bangalore,Technology,['Technology'],,,True,Decreased
2016,3,1577,1.1 B,Shimamura,Nobutoshi,Nobutoshi Shimamura & family,1926-03-08,89,Male,Japan,Japan,Saitama,Fashion & Retail,['Fashion & Retail'],,,True,Returned to List
2016,3,1577,1.1 B,Shoen,E. Joe,E. Joe Shoen,1949-10-28,66,Male,United States,United States,Phoenix,Automotive,['Automotive'],,,False,Remained Even
2016,3,1577,1.1 B,Sitorus,Martua,Martua Sitorus,1960-02-18,56,Male,Indonesia,Singapore,Singapore,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Spuhler,Peter,Peter Spuhler,1959-09-01,56,Male,Switzerland,Switzerland,Weiningen,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Tang,Hsiang-chien,Tang Hsiang-chien,1923-04-01,92,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,True,Decreased
2016,3,1577,1.1 B,Topbas,Mustafa Latif,Mustafa Latif Topbas,1944-03-20,71,Male,Turkey,Turkey,&#304;stanbul,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2016,3,1577,1.1 B,Tuchman,Kenneth,Kenneth Tuchman,1959-10-23,56,Male,United States,United States,Denver,Service,['Service'],,,True,Remained Even
2016,3,1577,1.1 B,Tull,Thomas,Thomas Tull,1970-06-11,45,Male,United States,United States,Westlake Village,Media & Entertainment,['Media & Entertainment'],,,True,
