Name,Country,Net_Worth_Billions,Source_of_Wealth,Wealth_Type,Generation_of_Wealth,Age_Became_Billionaire,Education_Level,Company_Founded,Philanthropy_Level
Cheng Cheung Ling,Germany,83.27,Media,Self-Made,First Generation,40,Bachelor’s,No,Low
Lai Meisong,USA,14.39,Energy,Self-Made,First Generation,40,Master’s,No,Low
Richard Sands,Brazil,89.91,Finance,Self-Made,First Generation,36,Master’s,No,Low
Wang Jian,Switzerland,9.56,Finance,Self-Made,First Generation,32,Bachelor’s,No,Low
Luis Frias,India,34.33,Real Estate,Self-Made,Second Generation,33,Master’s,No,High
Robert Sands,Saudi Arabia,92.47,Finance,Self-Made,First Generation,27,Master’s,Yes,Medium
Herb Simon,Japan,75.31,Media,Self-Made,First Generation,45,Master’s,No,Low
Don Vultaggio & family,Saudi Arabia,2.74,Energy,Self-Made,Multi-Generational,45,None,Yes,Medium
Wu Kaiting,Germany,25.43,Retail,Inherited,Multi-Generational,24,Dropout,No,Medium
Chuck Bundrant,UK,50.12,Finance,Self-Made,First Generation,54,Dropout,Yes,Medium
Cai Dongchen,Brazil,33.16,Finance,Self-Made,Second Generation,31,Bachelor’s,Yes,Low
Saeed Bin Butti Al Qebaisi,Brazil,51.64,Retail,Inherited,Multi-Generational,37,Master’s,No,Medium
Phil Ruffin,UK,36.17,Real Estate,Self-Made,First Generation,45,Bachelor’s,No,Medium
Frank VanderSloot,Switzerland,1.01,Media,Self-Made,First Generation,38,Bachelor’s,No,High
Zhang Wenzhong,Germany,33.02,Tech,Self-Made,First Generation,39,Master’s,No,High
Zuo Hui,Thailand,2.44,Real Estate,Self-Made,First Generation,25,None,Yes,Medium
Shen Yuxing,Brazil,11.12,Tech,Self-Made,First Generation,55,PhD,Yes,High
Bert Beveridge,UK,93.5,Finance,Self-Made,First Generation,27,Bachelor’s,Yes,High
Aerin Lauder,Brazil,68.74,Retail,Self-Made,First Generation,41,PhD,Yes,Medium
David Zalik,UK,48.4,Retail,Self-Made,Second Generation,54,Bachelor’s,Yes,Medium
Jai Hari & Yadu Hari Dalmia & family,Saudi Arabia,1.47,Energy,Self-Made,First Generation,32,Bachelor’s,Yes,Medium
Koon Poh Keong,Japan,94.97,Energy,Self-Made,First Generation,30,PhD,Yes,High
Chen Hua,Germany,60.7,Real Estate,Self-Made,Multi-Generational,34,PhD,Yes,Low
Murali Divi & family,Brazil,73.74,Retail,Self-Made,First Generation,38,Dropout,Yes,Medium
Thomas Flohr,Thailand,97.49,Finance,Self-Made,Second Generation,41,Dropout,Yes,High
Murli Dhar & Bimal Kumar Gyanchandani,Switzerland,57.06,Media,Self-Made,First Generation,27,Dropout,Yes,Low
Bradley Jacobs,Germany,67.57,Retail,Self-Made,Second Generation,31,Bachelor’s,Yes,High
J. Joe Ricketts & family,Japan,60.31,Manufacturing,Self-Made,Second Generation,26,Master’s,No,Low
Shyam & Hari Bhartia,Saudi Arabia,29.27,Media,Inherited,Second Generation,20,Bachelor’s,No,Low
Jim Coulter,Saudi Arabia,3.43,Energy,Self-Made,Multi-Generational,52,Master’s,Yes,Low
"Ernest Garcia, II.",Thailand,70.52,Energy,Self-Made,Second Generation,43,PhD,Yes,Low
Tomas Olivo Lopez,India,15.57,Tech,Inherited,Second Generation,29,Dropout,No,Low
Bob Gaglardi,Saudi Arabia,58.06,Manufacturing,Self-Made,First Generation,47,Bachelor’s,No,Medium
Li Xiting,Switzerland,76.55,Real Estate,Inherited,Second Generation,35,Dropout,No,Medium
Mao Lixiang & family,India,44.46,Real Estate,Self-Made,First Generation,42,Dropout,No,Low
Alexey Repik,Japan,71.71,Finance,Self-Made,Second Generation,50,Dropout,Yes,Medium
Dong Wei,Germany,31.15,Media,Self-Made,First Generation,35,Master’s,No,High
Ramesh Juneja & family,India,82.19,Real Estate,Self-Made,First Generation,46,None,Yes,Low
Henry Laufer,Germany,59.17,Media,Self-Made,First Generation,51,Master’s,No,Low
Li Ge,USA,52.25,Finance,Inherited,Second Generation,36,Bachelor’s,No,Low
Chuchat & Daonapa Petaumpai,Germany,58.34,Manufacturing,Self-Made,Multi-Generational,47,None,Yes,Medium
Arvind Poddar,Saudi Arabia,3.09,Retail,Inherited,Multi-Generational,26,Master’s,No,Low
Jean-Paul Clozel,Brazil,29,Energy,Inherited,Multi-Generational,21,Dropout,No,Medium
Shmuel Harlap,Japan,88.8,Tech,Self-Made,First Generation,55,PhD,Yes,Low
Liang Jiankun & family,UK,9.56,Real Estate,Self-Made,Multi-Generational,55,Master’s,No,High
Liao Long-shing & family,Japan,74.36,Energy,Self-Made,Multi-Generational,55,Dropout,Yes,Low
Lin Shu-Hong,Saudi Arabia,51.09,Finance,Self-Made,Multi-Generational,48,Bachelor’s,Yes,Low
Alan Trefler,USA,25.05,Real Estate,Inherited,Second Generation,31,Dropout,No,Low
Robin Zeng,Brazil,13.1,Retail,Self-Made,Multi-Generational,50,Master’s,Yes,Low
Zhang Xuansong,UK,24.19,Real Estate,Self-Made,Multi-Generational,28,Master’s,Yes,Low
Zhou Xiaoguang & family,UK,41.64,Manufacturing,Self-Made,First Generation,51,Bachelor’s,Yes,Medium
Qin Hui,Germany,77.83,Finance,Inherited,Second Generation,28,Master’s,No,High
Tran Ba Duong & family,Thailand,68.83,Energy,Self-Made,First Generation,27,None,Yes,Low
Wu Yulan,Brazil,39.01,Finance,Self-Made,Second Generation,32,Dropout,Yes,Medium
Xu Hang,UK,51.43,Manufacturing,Self-Made,First Generation,33,None,Yes,High
Yang Erzhu,Saudi Arabia,34.32,Finance,Inherited,Multi-Generational,33,Dropout,No,Low
Yao Kuizhang,India,45.85,Real Estate,Self-Made,First Generation,41,Dropout,Yes,Low
Pavel Durov,Switzerland,51.75,Media,Inherited,Second Generation,35,Bachelor’s,No,Medium
Jiang Yintai & family,Japan,23.73,Real Estate,Self-Made,First Generation,26,Bachelor’s,No,Medium
Jerry Moyes,Brazil,47.96,Tech,Inherited,Second Generation,23,None,No,Low
Park Yeon-cha,Germany,22.34,Media,Self-Made,First Generation,41,Bachelor’s,Yes,High
Konstantin Strukov,Brazil,74.06,Tech,Self-Made,First Generation,37,Master’s,Yes,Medium
Wang Yanqing & family,India,79.84,Manufacturing,Self-Made,First Generation,54,Dropout,No,Low
Melih Abdulhayoglu,Germany,59.48,Real Estate,Self-Made,Second Generation,32,Bachelor’s,Yes,Low
Bill Austin,Germany,62.23,Tech,Self-Made,First Generation,26,Bachelor’s,Yes,Low
Othman Benjelloun & family,UK,7.98,Tech,Self-Made,Multi-Generational,37,PhD,Yes,Medium
Steve Conine,UK,31.77,Media,Self-Made,Multi-Generational,50,PhD,No,Medium
Niraj Shah,Switzerland,13.52,Retail,Inherited,Second Generation,34,Bachelor’s,No,Low
Shin Dong-guk,UK,60.83,Finance,Inherited,Multi-Generational,26,Bachelor’s,No,Low
David Teoh & family,India,85.21,Retail,Self-Made,First Generation,27,Dropout,Yes,Medium
Richard White,Saudi Arabia,65.36,Real Estate,Self-Made,Second Generation,43,Bachelor’s,No,Medium
Yu Rong,Brazil,58.84,Retail,Inherited,Multi-Generational,40,Bachelor’s,No,Low
Zhuang Kuilong & family,USA,7.19,Tech,Self-Made,First Generation,51,Master’s,Yes,High
Jose Joao Abdalla Filho,India,10.89,Manufacturing,Inherited,Second Generation,29,Master’s,No,Low
Khalifa Bin Butti Al Muhairi,USA,80.86,Retail,Self-Made,Second Generation,54,Bachelor’s,Yes,High
Andrey Andreev,India,83.34,Retail,Self-Made,First Generation,52,None,No,Medium
Huang Zhuangmian & family,Thailand,40.11,Real Estate,Self-Made,First Generation,49,Dropout,No,Low
Anurang Jain,Germany,14.89,Real Estate,Self-Made,First Generation,46,Bachelor’s,Yes,Medium
Lee Yin Yee,Saudi Arabia,76.76,Manufacturing,Self-Made,Second Generation,50,Bachelor’s,Yes,Medium
William Li,Thailand,72.42,Retail,Self-Made,First Generation,27,Bachelor’s,Yes,High
Eren Ozmen,Saudi Arabia,19.57,Energy,Inherited,Multi-Generational,35,Bachelor’s,No,Medium
Fatih Ozmen,Germany,50.89,Media,Inherited,Second Generation,18,Dropout,No,Low
Ning Tang,India,16.94,Manufacturing,Inherited,Multi-Generational,35,Bachelor’s,No,Low
Jonathan Tisch,Germany,69.4,Tech,Self-Made,First Generation,53,Master’s,Yes,Low
Wong Hong King,USA,28.78,Tech,Self-Made,Multi-Generational,52,Master’s,Yes,High
Zhang Tao,USA,11.5,Retail,Self-Made,First Generation,35,Dropout,No,Low
Nigel Austin,Japan,49.36,Media,Inherited,Second Generation,37,Bachelor’s,No,Low
Krishna Kumar Bangur,Switzerland,73.81,Manufacturing,Self-Made,First Generation,37,PhD,No,Medium
R.G. Chandramogan,Germany,52.12,Finance,Inherited,Multi-Generational,26,Master’s,No,Medium
Henry Cheng,UK,14.18,Manufacturing,Inherited,Multi-Generational,20,Master’s,No,Low
Du Weimin,Switzerland,67.51,Real Estate,Inherited,Multi-Generational,40,Master’s,No,Low
Fung Victor,UK,71.87,Media,Self-Made,First Generation,46,Dropout,Yes,Medium
Nimesh Kampani,Thailand,85.61,Media,Self-Made,Second Generation,54,Master’s,Yes,Medium
Li Liangbin,Brazil,10.53,Finance,Self-Made,Second Generation,50,Master’s,Yes,Low
K.C. Liu,USA,79.47,Energy,Inherited,Multi-Generational,28,Bachelor’s,No,Medium
Strive Masiyiwa,Brazil,30.23,Energy,Self-Made,First Generation,55,Dropout,Yes,Medium
Dinesh Nandwana,Japan,53.75,Energy,Inherited,Multi-Generational,34,None,No,Medium
Ou Xueming,USA,11.04,Manufacturing,Self-Made,First Generation,41,Master’s,Yes,Low
Jerzy Starak,Germany,30.58,Finance,Self-Made,First Generation,51,PhD,Yes,Medium
Su Rubo,Brazil,21.97,Media,Self-Made,Second Generation,54,Bachelor’s,Yes,Low
Fuat Tosyali,UK,18.51,Real Estate,Self-Made,Second Generation,31,Dropout,Yes,High
Zhang Yubai,India,22.35,Media,Self-Made,Multi-Generational,32,Bachelor’s,Yes,Low
Changpeng Zhao,Brazil,32.53,Retail,Self-Made,Second Generation,34,Dropout,No,Medium
Zhou Yongli & family,Germany,97.68,Tech,Inherited,Multi-Generational,27,None,No,Low
Jeffrey Cheah,UK,11.07,Real Estate,Inherited,Second Generation,19,Dropout,No,Medium
Don Gao,USA,57.72,Tech,Self-Made,Second Generation,44,PhD,Yes,Medium
Gao Yunfeng,Japan,84.67,Energy,Inherited,Multi-Generational,30,Master’s,No,Low
John Hancock,USA,60.07,Retail,Self-Made,Second Generation,31,Dropout,Yes,Medium
Ronnen Harary,India,32.53,Media,Self-Made,First Generation,48,PhD,No,Medium
Hu Keqin & family,Thailand,45.91,Energy,Self-Made,Second Generation,36,Bachelor’s,Yes,Medium
"Andre Koo, Sr., Sr.",Brazil,28.14,Retail,Self-Made,Second Generation,49,Bachelor’s,No,High
Li Jiaquan,Thailand,72.98,Finance,Self-Made,First Generation,50,Dropout,Yes,Low
Lin Fanlian,Germany,45.65,Manufacturing,Self-Made,Second Generation,42,Bachelor’s,Yes,Low
Craig Newmark,Switzerland,3.89,Media,Self-Made,First Generation,37,Dropout,No,High
Anton Rabie,Switzerland,19.29,Media,Inherited,Second Generation,26,Master’s,No,Medium
Bianca Rinehart,India,23.52,Real Estate,Inherited,Multi-Generational,29,Master’s,No,Medium
Ginia Rinehart,Brazil,93.62,Real Estate,Inherited,Multi-Generational,24,Dropout,No,Low
Karin Schick,Brazil,51.03,Finance,Self-Made,Multi-Generational,44,Master’s,Yes,Low
Shao Qinxiang,Switzerland,44.69,Real Estate,Inherited,Multi-Generational,31,Dropout,No,Medium
Shum Chiu Hung & family,Switzerland,55.37,Real Estate,Inherited,Multi-Generational,20,Dropout,No,Medium
Erol Tabanca,Brazil,14.62,Manufacturing,Self-Made,First Generation,46,Bachelor’s,Yes,Medium
Ayhan Tosyali,Thailand,10.03,Retail,Self-Made,Second Generation,40,None,No,Low
Fatih Tosyali,Japan,47.23,Manufacturing,Self-Made,First Generation,45,Bachelor’s,No,High
Tran Dinh Long,Switzerland,44.69,Real Estate,Inherited,Second Generation,36,Master’s,No,Medium
Jayshree Ullal,USA,20.13,Manufacturing,Self-Made,Multi-Generational,55,Dropout,Yes,High
Wan Long,UK,96.89,Energy,Self-Made,First Generation,50,Master’s,Yes,Medium
Hope Welker,Brazil,73.31,Finance,Inherited,Multi-Generational,39,Dropout,No,Medium
Stephen Winn,Thailand,47.6,Retail,Self-Made,First Generation,27,Master’s,No,Medium
Yang Meirong,Germany,53.6,Real Estate,Inherited,Second Generation,29,Bachelor’s,No,Low
Yang Tingdong,Brazil,89.32,Media,Inherited,Second Generation,38,PhD,No,Medium
You Xiaoping,Switzerland,62.73,Manufacturing,Inherited,Multi-Generational,39,Master’s,No,Low
Yu Qibing & family,Germany,92.15,Retail,Self-Made,First Generation,26,Dropout,No,Low
Yu Yunxin,Thailand,57.1,Manufacturing,Self-Made,First Generation,53,Dropout,Yes,Medium
Tomasz Biernacki,India,19.21,Retail,Self-Made,First Generation,37,None,Yes,Low
Brett Blundy,Thailand,72.11,Manufacturing,Self-Made,Second Generation,54,Bachelor’s,Yes,Low
Chen Bo & family,Saudi Arabia,14.82,Energy,Self-Made,Second Generation,39,Dropout,No,Medium
Phongthep Chiaravanont,Japan,5.97,Finance,Self-Made,First Generation,41,Bachelor’s,Yes,High
Kochouseph Chittilappilly,Brazil,44.84,Media,Self-Made,Multi-Generational,36,Master’s,Yes,Low
Fang Hongbo,Saudi Arabia,15.82,Finance,Self-Made,Second Generation,31,Bachelor’s,Yes,High
Donald Foss,Japan,79.41,Media,Self-Made,First Generation,50,Dropout,No,Medium
Dennis Gillings,Thailand,59.17,Media,Self-Made,First Generation,44,Master’s,Yes,Low
Francis Holder,Switzerland,89.36,Manufacturing,Self-Made,First Generation,29,Master’s,Yes,Low
Huang Jianrong & family,USA,62.89,Retail,Inherited,Multi-Generational,37,Master’s,No,Low
Jiang Ganjun,Japan,97.77,Media,Self-Made,First Generation,37,None,No,Low
Helga Kellerhals,Japan,20.65,Tech,Inherited,Second Generation,31,Bachelor’s,No,Medium
Sergei Kolesnikov,Thailand,50.7,Manufacturing,Inherited,Multi-Generational,23,None,No,Low
Hemendra Kothari,Brazil,39.5,Finance,Self-Made,Second Generation,46,Bachelor’s,No,High
Eiichi Kuriwada,India,46.39,Manufacturing,Self-Made,First Generation,26,Master’s,No,Low
Li Guangyu,India,4.77,Energy,Self-Made,Second Generation,29,PhD,Yes,Low
Li Jun,UK,51.45,Tech,Self-Made,Second Generation,47,Bachelor’s,Yes,High
Li Rucheng,Switzerland,1.78,Energy,Self-Made,Multi-Generational,40,Master’s,No,Low
Li Xuhui,USA,21.36,Finance,Inherited,Multi-Generational,18,Master’s,No,Low
Lim Wee Chai,Switzerland,51.44,Retail,Self-Made,First Generation,55,Bachelor’s,Yes,Medium
Liu Jiang,Saudi Arabia,8.69,Tech,Inherited,Second Generation,22,Bachelor’s,No,Low
Tobi Lutke,Thailand,81.29,Finance,Self-Made,First Generation,53,Master’s,No,Low
Peng Hao,Thailand,54.27,Tech,Self-Made,Multi-Generational,33,Dropout,Yes,Medium
Stefan Pierer,Japan,15.7,Retail,Self-Made,Multi-Generational,46,PhD,No,Low
Igor Rybakov,Thailand,94.26,Manufacturing,Self-Made,First Generation,44,Bachelor’s,No,Medium
Mikhail Shelkov,Germany,27.46,Finance,Inherited,Multi-Generational,32,Bachelor’s,No,Medium
Basudeo Singh,USA,46.27,Energy,Self-Made,Second Generation,48,PhD,Yes,High
Lynsi Snyder,Brazil,26.11,Media,Inherited,Multi-Generational,33,Bachelor’s,No,Medium
Ivar Tollefsen,Switzerland,7.87,Finance,Inherited,Multi-Generational,40,None,No,High
Wang Wenbiao,Switzerland,21.88,Media,Self-Made,First Generation,37,Dropout,Yes,Medium
Wu Yiling,UK,88.72,Manufacturing,Inherited,Multi-Generational,34,Bachelor’s,No,Medium
Xu Xudong & family,Germany,80.94,Energy,Self-Made,First Generation,36,Master’s,Yes,Medium
Xue Hua,India,38.42,Media,Self-Made,Second Generation,36,Bachelor’s,No,Medium
Yan Yude,India,39.5,Finance,Self-Made,First Generation,32,Master’s,Yes,Low
Yang Shaopeng,Japan,95.48,Manufacturing,Self-Made,First Generation,38,None,Yes,Medium
Zhang Jingzhang,Brazil,57.34,Real Estate,Self-Made,Second Generation,51,Bachelor’s,Yes,Low
Zhang Xuanning,Germany,56.76,Real Estate,Self-Made,Second Generation,32,Dropout,Yes,Low
Zhang Zhangsun,UK,15.21,Manufacturing,Self-Made,First Generation,27,Dropout,Yes,High
Zhou Bajin,Japan,47.69,Media,Self-Made,First Generation,42,Dropout,No,High
Zhou Wenyu,Thailand,24.34,Media,Self-Made,First Generation,32,Master’s,Yes,High
J. Hyatt Brown,USA,53.38,Manufacturing,Self-Made,First Generation,27,Dropout,No,High
Bu Yang,Germany,29.31,Energy,Self-Made,First Generation,39,Dropout,Yes,Medium
Cai Rongjun,Germany,77.13,Real Estate,Self-Made,First Generation,37,Master’s,No,Medium
Delfin Jorge Ezequiel Carballo,Japan,63.33,Manufacturing,Self-Made,Second Generation,49,Bachelor’s,Yes,High
Chen Shiliang,Germany,43.05,Finance,Inherited,Multi-Generational,19,Bachelor’s,No,Low
Manas Chiaravanond,Thailand,2.55,Energy,Inherited,Second Generation,22,Dropout,No,Medium
Yupa Chiaravanond,USA,93.38,Media,Self-Made,First Generation,54,Bachelor’s,No,High
Prathip Chiravanond,UK,61.23,Retail,Inherited,Multi-Generational,31,Dropout,No,Low
Sandor Csanyi,UK,38.51,Real Estate,Inherited,Multi-Generational,31,PhD,No,High
Dang Yanbao,Brazil,17.42,Manufacturing,Self-Made,First Generation,54,None,No,Medium
Joseph Edelman,Saudi Arabia,76.24,Real Estate,Self-Made,First Generation,33,Master’s,No,Medium
Wolfgang Egger,Saudi Arabia,51.26,Finance,Self-Made,First Generation,35,Dropout,Yes,Medium
Sheela Gautam,Saudi Arabia,23.1,Real Estate,Inherited,Second Generation,38,Dropout,No,High
Huang Shilin,Saudi Arabia,72.35,Retail,Self-Made,First Generation,33,Bachelor’s,Yes,Low
Hiroshi Ishibashi,Japan,99.92,Energy,Self-Made,First Generation,45,Bachelor’s,No,Low
Chatchai Kaewbootta,Germany,85.39,Tech,Self-Made,First Generation,45,Dropout,Yes,Medium
Madhu Kapur,Saudi Arabia,62.92,Finance,Inherited,Second Generation,27,Bachelor’s,No,Low
Richard Kayne,UK,96.42,Finance,Self-Made,First Generation,47,Bachelor’s,Yes,Medium
Vladimir Kogan,USA,50.83,Retail,Self-Made,First Generation,35,Bachelor’s,Yes,Low
Lam Lung On & family,Saudi Arabia,73.8,Manufacturing,Self-Made,First Generation,26,PhD,Yes,Low
Frank Laukien,UK,54.06,Media,Self-Made,First Generation,31,PhD,No,Medium
Lee Joon-ho,Brazil,85.41,Manufacturing,Inherited,Second Generation,37,Bachelor’s,No,High
David Xueling Li,Brazil,99.09,Real Estate,Self-Made,First Generation,50,None,Yes,Low
Li Weiguo,Switzerland,66.45,Tech,Self-Made,First Generation,37,Bachelor’s,No,Medium
Liang Feng,Switzerland,9.21,Real Estate,Self-Made,First Generation,26,Master’s,Yes,Low
Liang Shezeng,Switzerland,47.32,Real Estate,Inherited,Second Generation,31,PhD,No,Low
Jenny Lindén Urnes,Japan,43.93,Energy,Self-Made,Second Generation,36,Bachelor’s,Yes,Low
Zhaoxi Lu,Japan,19.5,Manufacturing,Self-Made,First Generation,25,None,Yes,Medium
Yves-Loic Martin,Saudi Arabia,36.74,Energy,Self-Made,First Generation,35,Bachelor’s,No,Low
Michael O'Leary,Germany,95.82,Manufacturing,Inherited,Second Generation,34,PhD,No,Medium
Niti Osathanugrah,Germany,52.08,Real Estate,Self-Made,First Generation,45,Bachelor’s,Yes,Low
Frank Otto,Thailand,66.3,Energy,Self-Made,First Generation,33,PhD,No,Low
Gretel Packer,India,34.49,Retail,Self-Made,First Generation,25,Bachelor’s,Yes,Medium
Alberto Palatchi,Japan,77.93,Retail,Self-Made,Multi-Generational,32,Bachelor’s,No,Low
Peng Jianhu,USA,51.19,Retail,Inherited,Multi-Generational,35,None,No,Low
Igor Rotenberg,Germany,89.47,Energy,Inherited,Second Generation,32,Dropout,No,Low
Stephen Smith,Switzerland,84.72,Energy,Inherited,Second Generation,27,Bachelor’s,No,Medium
Julio Patricio Supervielle,Saudi Arabia,14.63,Manufacturing,Self-Made,First Generation,37,PhD,No,High
Min-Liang Tan,Switzerland,66.88,Tech,Self-Made,First Generation,30,Bachelor’s,Yes,High
Laurie Tisch,UK,7.54,Retail,Self-Made,Second Generation,33,Bachelor’s,Yes,Low
Steven Tisch,Brazil,64.24,Tech,Self-Made,First Generation,49,Bachelor’s,Yes,Low
James Truchard,USA,83.52,Media,Self-Made,Second Generation,33,Dropout,Yes,Low
Vardis Vardinoyannis & family,USA,8.89,Media,Inherited,Second Generation,38,Master’s,No,Low
Myron Wentz,Japan,86.58,Tech,Self-Made,First Generation,40,None,No,Low
Xia Zuoquan,Switzerland,71.36,Retail,Self-Made,First Generation,48,None,Yes,Low
Yao Jinbo,Japan,57.77,Tech,Self-Made,Second Generation,42,Dropout,No,High
Zhou Zongwen & family,Thailand,62.48,Real Estate,Self-Made,Multi-Generational,54,None,Yes,Low
Raamdeo Agrawal,Japan,46.68,Media,Self-Made,First Generation,46,PhD,No,Medium
Pete Bodharamik,Saudi Arabia,23.06,Manufacturing,Inherited,Multi-Generational,29,Master’s,No,Medium
Morris Chang,Japan,63.87,Energy,Self-Made,First Generation,27,Bachelor’s,Yes,Medium
Chen Jianming,Germany,39.12,Energy,Self-Made,First Generation,30,Dropout,Yes,High
Eduard Chukhlebov,USA,67.83,Manufacturing,Inherited,Multi-Generational,40,Dropout,No,Low
Jack Cockwell,Brazil,92.71,Media,Self-Made,Second Generation,39,Master’s,Yes,Medium
Henry Davis,Switzerland,49.55,Real Estate,Self-Made,Second Generation,50,PhD,No,High
