Name,"Education_Status (Educated, Dropout, Self-Taught)","Highest_Degree (Bachelor’s, Master’s, PhD, None)",Graduation_Year,University_Name,Field_of_Study,Startup_Founded (Yes/No),Industry,Age_First_Million
Zhang Xuansong,Educated,Master’s,1982.0,University of Oxford,Economics,Yes,Finance,36
Zhou Xiaoguang & family,Educated,Master’s,1978.0,MIT,Business,Yes,Telecom,27
Qin Hui,Self-Taught,None,,No Formal University,None,No,Tech,26
Tran Ba Duong & family,Self-Taught,None,,No Formal University,None,No,Manufacturing,23
Wu Yulan,Self-Taught,None,,No Formal University,None,Yes,Real Estate,30
Xu Hang,Educated,Bachelor’s,1988.0,Stanford University,History,No,Media,25
Yang Erzhu,Educated,Master’s,1969.0,University of Oxford,History,No,Telecom,38
Yao Kuizhang,Educated,Bachelor’s,1960.0,No Formal University,Engineering,Yes,Real Estate,40
Pavel Durov,Educated,Bachelor’s,2000.0,Stanford University,Business,No,Finance,40
Jiang Yintai & family,Educated,Master’s,1991.0,No Formal University,History,No,Finance,35
Jerry Moyes,Self-Taught,None,,No Formal University,None,Yes,Media,39
Park Yeon-cha,Educated,Bachelor’s,1992.0,Stanford University,Computer Science,No,Real Estate,22
Konstantin Strukov,Educated,Master’s,1988.0,ETH Zurich,Economics,No,Media,44
Wang Yanqing & family,Educated,Master’s,1987.0,University of Oxford,History,Yes,Real Estate,37
Melih Abdulhayoglu,Dropout,None,,No Formal University,None,No,Media,37
Bill Austin,Educated,Bachelor’s,2009.0,No Formal University,Engineering,Yes,Retail,22
Othman Benjelloun & family,Educated,Bachelor’s,2002.0,No Formal University,Engineering,Yes,Finance,42
Steve Conine,Educated,Master’s,1965.0,University of Oxford,History,No,Tech,32
Niraj Shah,Educated,Bachelor’s,1966.0,ETH Zurich,Business,No,Manufacturing,26
Shin Dong-guk,Dropout,None,,No Formal University,None,Yes,Tech,40
David Teoh & family,Educated,Master’s,1989.0,No Formal University,Computer Science,Yes,Manufacturing,40
Richard White,Educated,Master’s,1975.0,University of Oxford,Computer Science,No,Media,39
Yu Rong,Self-Taught,None,,No Formal University,None,Yes,Finance,23
Zhuang Kuilong & family,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,44
Jose Joao Abdalla Filho,Dropout,None,,No Formal University,None,No,Telecom,41
Khalifa Bin Butti Al Muhairi,Dropout,None,,No Formal University,None,No,Manufacturing,31
Andrey Andreev,Dropout,None,,No Formal University,None,No,Manufacturing,32
Huang Zhuangmian & family,Self-Taught,None,,No Formal University,None,Yes,Telecom,24
Anurang Jain,Educated,Bachelor’s,1994.0,University of Tokyo,Law,Yes,Telecom,42
Lee Yin Yee,Educated,Bachelor’s,1971.0,Stanford University,Computer Science,No,Real Estate,34
William Li,Educated,Master’s,2002.0,Stanford University,Economics,No,Retail,34
Eren Ozmen,Dropout,None,,No Formal University,None,Yes,Telecom,42
Fatih Ozmen,Dropout,None,,No Formal University,None,No,Real Estate,41
Ning Tang,Educated,Bachelor’s,1969.0,No Formal University,Computer Science,No,Manufacturing,37
Jonathan Tisch,Dropout,None,,No Formal University,None,Yes,Media,26
Wong Hong King,Educated,Master’s,1991.0,ETH Zurich,Economics,No,Telecom,38
Zhang Tao,Educated,Master’s,2003.0,ETH Zurich,None,Yes,Retail,23
Nigel Austin,Dropout,None,,No Formal University,None,Yes,Telecom,33
Krishna Kumar Bangur,Dropout,None,,No Formal University,None,No,Real Estate,45
R.G. Chandramogan,Dropout,None,,No Formal University,None,No,Manufacturing,23
Henry Cheng,Educated,Bachelor’s,1977.0,University of Tokyo,Engineering,No,Media,33
Du Weimin,Educated,Bachelor’s,1993.0,University of Oxford,Law,No,Finance,26
Fung Victor,Educated,PhD,1978.0,Stanford University,History,Yes,Telecom,26
Nimesh Kampani,Dropout,None,,No Formal University,None,No,Media,34
Li Liangbin,Self-Taught,None,,No Formal University,None,Yes,Media,28
K.C. Liu,Educated,PhD,1996.0,Harvard University,Business,No,Finance,30
Strive Masiyiwa,Educated,Master’s,1980.0,Stanford University,Computer Science,No,Telecom,37
Dinesh Nandwana,Educated,PhD,1984.0,Stanford University,Computer Science,Yes,Real Estate,40
Ou Xueming,Educated,Master’s,1981.0,University of Tokyo,Computer Science,No,Tech,29
Jerzy Starak,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,44
Su Rubo,Educated,Bachelor’s,2001.0,University of Oxford,Computer Science,No,Real Estate,39
Fuat Tosyali,Educated,Master’s,2008.0,University of Oxford,None,No,Media,30
Zhang Yubai,Educated,Bachelor’s,2000.0,University of Tokyo,Economics,Yes,Media,25
Changpeng Zhao,Self-Taught,None,,No Formal University,None,No,Finance,23
Zhou Yongli & family,Educated,PhD,1981.0,University of Tokyo,Engineering,No,Media,23
Jeffrey Cheah,Educated,Bachelor’s,1985.0,MIT,Economics,No,Retail,36
Don Gao,Educated,PhD,1972.0,Harvard University,Engineering,Yes,Retail,41
Gao Yunfeng,Self-Taught,None,,No Formal University,None,No,Real Estate,45
John Hancock,Self-Taught,None,,No Formal University,None,Yes,Finance,35
Ronnen Harary,Educated,Bachelor’s,1961.0,University of Tokyo,Business,Yes,Telecom,42
Hu Keqin & family,Self-Taught,None,,No Formal University,None,No,Media,24
"Andre Koo, Sr., Sr.",Educated,Bachelor’s,1989.0,University of Oxford,Computer Science,Yes,Telecom,40
Li Jiaquan,Educated,Master’s,1998.0,ETH Zurich,None,Yes,Media,37
Lin Fanlian,Educated,Bachelor’s,1975.0,No Formal University,Computer Science,No,Real Estate,27
Craig Newmark,Self-Taught,None,,No Formal University,None,No,Manufacturing,35
Anton Rabie,Educated,PhD,2015.0,No Formal University,Computer Science,No,Media,36
Bianca Rinehart,Educated,Bachelor’s,2015.0,Stanford University,Engineering,No,Telecom,32
Ginia Rinehart,Educated,PhD,2002.0,MIT,Computer Science,No,Telecom,40
Karin Schick,Educated,Bachelor’s,2015.0,MIT,None,No,Finance,38
Shao Qinxiang,Educated,PhD,1967.0,Harvard University,None,No,Retail,22
Shum Chiu Hung & family,Educated,PhD,1962.0,Harvard University,Engineering,No,Retail,42
Erol Tabanca,Educated,Master’s,1974.0,Harvard University,Engineering,Yes,Telecom,25
Ayhan Tosyali,Dropout,None,,No Formal University,None,No,Tech,28
Fatih Tosyali,Educated,Bachelor’s,1962.0,University of Tokyo,Engineering,No,Manufacturing,45
Tran Dinh Long,Educated,Bachelor’s,1979.0,MIT,None,No,Real Estate,40
Jayshree Ullal,Dropout,None,,No Formal University,None,No,Finance,37
Wan Long,Self-Taught,None,,No Formal University,None,Yes,Real Estate,36
Hope Welker,Self-Taught,None,,No Formal University,None,No,Telecom,31
Stephen Winn,Dropout,None,,No Formal University,None,Yes,Telecom,22
Yang Meirong,Educated,PhD,2007.0,ETH Zurich,Engineering,No,Retail,28
Yang Tingdong,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,28
You Xiaoping,Self-Taught,None,,No Formal University,None,Yes,Telecom,39
Yu Qibing & family,Self-Taught,None,,No Formal University,None,Yes,Telecom,26
Yu Yunxin,Educated,Bachelor’s,1972.0,University of Tokyo,Engineering,Yes,Telecom,31
Tomasz Biernacki,Dropout,None,,No Formal University,None,Yes,Real Estate,45
Brett Blundy,Educated,Bachelor’s,1975.0,University of Oxford,Business,No,Finance,28
Chen Bo & family,Dropout,None,,No Formal University,None,No,Retail,22
Phongthep Chiaravanont,Educated,Master’s,1985.0,University of Tokyo,History,Yes,Telecom,36
Kochouseph Chittilappilly,Educated,Bachelor’s,1982.0,University of Oxford,Law,No,Retail,45
Fang Hongbo,Self-Taught,None,,No Formal University,None,No,Real Estate,26
Donald Foss,Educated,PhD,1962.0,MIT,Engineering,Yes,Manufacturing,43
Dennis Gillings,Dropout,None,,No Formal University,None,No,Telecom,39
Francis Holder,Educated,Bachelor’s,1963.0,University of Tokyo,None,Yes,Telecom,36
Huang Jianrong & family,Self-Taught,None,,No Formal University,None,No,Finance,24
Jiang Ganjun,Educated,Bachelor’s,1988.0,No Formal University,History,Yes,Manufacturing,42
Helga Kellerhals,Educated,Bachelor’s,2013.0,Harvard University,Business,Yes,Finance,26
Sergei Kolesnikov,Educated,Master’s,1999.0,Stanford University,History,No,Finance,25
Hemendra Kothari,Dropout,None,,No Formal University,None,No,Telecom,40
Eiichi Kuriwada,Educated,Bachelor’s,1995.0,University of Tokyo,Engineering,Yes,Finance,32
Li Guangyu,Dropout,None,,No Formal University,None,Yes,Media,40
Li Jun,Self-Taught,None,,No Formal University,None,Yes,Retail,39
Li Rucheng,Self-Taught,None,,No Formal University,None,No,Real Estate,25
Li Xuhui,Educated,Master’s,2007.0,ETH Zurich,Law,Yes,Finance,34
Lim Wee Chai,Educated,PhD,1996.0,MIT,Business,No,Manufacturing,37
Liu Jiang,Dropout,None,,No Formal University,None,Yes,Finance,36
Tobi Lutke,Dropout,None,,No Formal University,None,No,Tech,27
Peng Hao,Educated,Bachelor’s,1970.0,Harvard University,Business,Yes,Telecom,41
Stefan Pierer,Educated,Master’s,1991.0,ETH Zurich,Economics,Yes,Real Estate,44
Igor Rybakov,Self-Taught,None,,No Formal University,None,No,Finance,40
Mikhail Shelkov,Self-Taught,None,,No Formal University,None,Yes,Finance,26
Basudeo Singh,Educated,Master’s,1966.0,Stanford University,None,No,Real Estate,45
Lynsi Snyder,Dropout,None,,No Formal University,None,Yes,Manufacturing,28
Ivar Tollefsen,Educated,PhD,1976.0,No Formal University,Computer Science,No,Manufacturing,43
Wang Wenbiao,Self-Taught,None,,No Formal University,None,No,Retail,43
Wu Yiling,Educated,Master’s,2005.0,MIT,History,No,Finance,29
Xu Xudong & family,Dropout,None,,No Formal University,None,No,Tech,23
Xue Hua,Educated,Bachelor’s,1979.0,Stanford University,Law,Yes,Media,40
Yan Yude,Self-Taught,None,,No Formal University,None,No,Tech,36
Yang Shaopeng,Educated,PhD,1970.0,Stanford University,None,Yes,Tech,26
Zhang Jingzhang,Dropout,None,,No Formal University,None,Yes,Media,45
Zhang Xuanning,Self-Taught,None,,No Formal University,None,No,Telecom,22
Zhang Zhangsun,Educated,Bachelor’s,1977.0,ETH Zurich,None,Yes,Tech,41
Zhou Bajin,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,35
Zhou Wenyu,Self-Taught,None,,No Formal University,None,Yes,Finance,43
J. Hyatt Brown,Educated,Bachelor’s,1967.0,Stanford University,Law,Yes,Telecom,26
Bu Yang,Dropout,None,,No Formal University,None,Yes,Finance,27
Cai Rongjun,Educated,Master’s,2004.0,University of Oxford,Law,No,Media,43
Delfin Jorge Ezequiel Carballo,Educated,Bachelor’s,2009.0,ETH Zurich,History,Yes,Tech,25
Chen Shiliang,Educated,Bachelor’s,1971.0,Harvard University,Economics,Yes,Real Estate,26
Manas Chiaravanond,Dropout,None,,No Formal University,None,No,Finance,28
Yupa Chiaravanond,Self-Taught,None,,No Formal University,None,Yes,Tech,31
Prathip Chiravanond,Educated,Bachelor’s,1981.0,Stanford University,Computer Science,Yes,Telecom,27
Sandor Csanyi,Educated,PhD,2011.0,MIT,None,Yes,Finance,31
Dang Yanbao,Educated,Bachelor’s,1961.0,No Formal University,Computer Science,No,Telecom,38
Joseph Edelman,Educated,Bachelor’s,1960.0,University of Tokyo,History,No,Finance,26
Wolfgang Egger,Educated,Bachelor’s,1961.0,No Formal University,None,Yes,Telecom,33
Sheela Gautam,Self-Taught,None,,No Formal University,None,No,Telecom,34
Huang Shilin,Self-Taught,None,,No Formal University,None,Yes,Media,45
Hiroshi Ishibashi,Dropout,None,,No Formal University,None,Yes,Media,28
Chatchai Kaewbootta,Dropout,None,,No Formal University,None,No,Finance,44
Madhu Kapur,Educated,PhD,2009.0,Harvard University,Engineering,No,Tech,26
Richard Kayne,Educated,Bachelor’s,1982.0,University of Tokyo,Business,No,Real Estate,31
Vladimir Kogan,Dropout,None,,No Formal University,None,Yes,Finance,22
Lam Lung On & family,Educated,Bachelor’s,2007.0,No Formal University,Engineering,Yes,Finance,37
Frank Laukien,Self-Taught,None,,No Formal University,None,No,Tech,33
Lee Joon-ho,Dropout,None,,No Formal University,None,No,Finance,39
David Xueling Li,Educated,Bachelor’s,1998.0,University of Tokyo,Economics,No,Telecom,45
Li Weiguo,Self-Taught,None,,No Formal University,None,No,Real Estate,40
Liang Feng,Educated,Bachelor’s,1968.0,No Formal University,Business,Yes,Retail,32
Liang Shezeng,Educated,PhD,2012.0,ETH Zurich,History,Yes,Finance,44
Jenny Lindén Urnes,Dropout,None,,No Formal University,None,No,Tech,29
Zhaoxi Lu,Educated,Bachelor’s,1983.0,University of Oxford,Law,No,Retail,35
Yves-Loic Martin,Self-Taught,None,,No Formal University,None,No,Manufacturing,24
Michael O'Leary,Educated,Master’s,2009.0,MIT,Business,No,Real Estate,27
Niti Osathanugrah,Self-Taught,None,,No Formal University,None,No,Real Estate,25
Frank Otto,Educated,PhD,1989.0,University of Oxford,Economics,Yes,Tech,39
Gretel Packer,Educated,Bachelor’s,2010.0,University of Tokyo,Economics,Yes,Finance,22
Alberto Palatchi,Self-Taught,None,,No Formal University,None,No,Manufacturing,29
Peng Jianhu,Educated,Bachelor’s,2008.0,Harvard University,Law,Yes,Real Estate,38
Igor Rotenberg,Educated,Bachelor’s,1966.0,No Formal University,History,No,Real Estate,25
Stephen Smith,Educated,Bachelor’s,2006.0,Harvard University,Business,Yes,Real Estate,24
Julio Patricio Supervielle,Educated,Bachelor’s,1988.0,Harvard University,Engineering,Yes,Real Estate,44
Min-Liang Tan,Educated,Bachelor’s,1963.0,No Formal University,None,No,Retail,38
Laurie Tisch,Self-Taught,None,,No Formal University,None,No,Retail,28
Steven Tisch,Self-Taught,None,,No Formal University,None,Yes,Tech,44
James Truchard,Educated,Bachelor’s,1987.0,Stanford University,Business,No,Real Estate,35
Vardis Vardinoyannis & family,Dropout,None,,No Formal University,None,No,Real Estate,22
Myron Wentz,Educated,Master’s,1981.0,Stanford University,History,Yes,Manufacturing,34
Xia Zuoquan,Educated,PhD,1988.0,MIT,None,No,Real Estate,35
Yao Jinbo,Self-Taught,None,,No Formal University,None,Yes,Retail,40
Zhou Zongwen & family,Educated,Bachelor’s,1968.0,ETH Zurich,None,No,Tech,23
Raamdeo Agrawal,Educated,Bachelor’s,1986.0,University of Oxford,Economics,No,Retail,42
Pete Bodharamik,Educated,Master’s,2010.0,Harvard University,Economics,No,Manufacturing,37
Morris Chang,Dropout,None,,No Formal University,None,Yes,Retail,23
Chen Jianming,Educated,Master’s,1997.0,Stanford University,Computer Science,Yes,Media,44
Eduard Chukhlebov,Educated,Master’s,2005.0,ETH Zurich,History,No,Manufacturing,22
Jack Cockwell,Educated,Master’s,2005.0,Harvard University,Business,Yes,Tech,30
Henry Davis,Dropout,None,,No Formal University,None,Yes,Media,40
Francois Feuillet,Educated,PhD,2012.0,University of Oxford,Law,No,Telecom,29
Susumu Fujita,Dropout,None,,No Formal University,None,Yes,Real Estate,40
David Hall,Educated,Bachelor’s,1986.0,University of Oxford,Computer Science,No,Tech,35
Huang Xiaofen & family,Self-Taught,None,,No Formal University,None,Yes,Finance,28
Tarang Jain,Educated,PhD,1991.0,University of Oxford,Computer Science,No,Finance,29
Kim Dae-il,Self-Taught,None,,No Formal University,None,No,Real Estate,27
Michael Kim,Educated,Master’s,1992.0,ETH Zurich,Computer Science,No,Manufacturing,40
Igor Kudryashkin,Self-Taught,None,,No Formal University,None,No,Media,22
Theodore Leonsis,Educated,PhD,1976.0,Stanford University,Law,Yes,Tech,28
Paul Little,Educated,Master’s,2012.0,University of Tokyo,None,Yes,Tech,24
Liu Jincheng & family,Educated,PhD,2002.0,ETH Zurich,History,Yes,Telecom,43
Lu Weiding,Dropout,None,,No Formal University,None,Yes,Media,39
Duncan MacMillan,Self-Taught,None,,No Formal University,None,Yes,Finance,33
Nirmal Minda,Dropout,None,,No Formal University,None,No,Finance,25
Carolyn Rafaelian,Educated,Bachelor’s,1961.0,ETH Zurich,None,No,Telecom,38
Lawrence Rossy,Educated,PhD,1964.0,University of Tokyo,Law,No,Retail,39
Alice Schwartz,Educated,Master’s,1988.0,MIT,Computer Science,Yes,Manufacturing,36
Sathien Setthasit,Self-Taught,None,,No Formal University,None,No,Real Estate,22
Ravindra Kishore Sinha,Educated,Bachelor’s,1961.0,MIT,Computer Science,Yes,Real Estate,37
Dirk Stroeer,Educated,Master’s,2013.0,No Formal University,Engineering,Yes,Real Estate,40
Sam Tarascio,Educated,Master’s,1965.0,No Formal University,History,Yes,Finance,38
Robert Toll,Self-Taught,None,,No Formal University,None,No,Media,27
Peter-Alexander Wacker,Educated,Bachelor’s,1992.0,Stanford University,Law,No,Manufacturing,43
Yang Jianxin & family,Self-Taught,None,,No Formal University,None,No,Telecom,42
Zhou Liangzhang & family,Educated,Bachelor’s,1982.0,Stanford University,History,Yes,Retail,24
Zhu Xingming,Dropout,None,,No Formal University,None,No,Tech,33
Zhuo Jun,Educated,Bachelor’s,1995.0,ETH Zurich,Engineering,Yes,Real Estate,31
Yang Huiyan & family,Dropout,None,,No Formal University,None,Yes,Retail,45
Jim Simons,Educated,Bachelor’s,1989.0,University of Tokyo,None,No,Finance,31
Alexey Mordashov & family,Dropout,None,,No Formal University,None,No,Telecom,42
Kwong Siu-hing,Educated,Master’s,1984.0,University of Tokyo,Engineering,No,Manufacturing,35
William Lei Ding,Educated,Bachelor’s,1979.0,Stanford University,Economics,No,Tech,26
Colin Zheng Huang,Educated,Bachelor’s,1969.0,Stanford University,Business,Yes,Media,42
Rodolphe Saadé & family,Educated,Master’s,1968.0,Harvard University,Computer Science,Yes,Retail,39
Xu Shihui,Educated,Master’s,1974.0,University of Tokyo,Economics,No,Finance,30
Leonid Fedun & family,Educated,Bachelor’s,2008.0,University of Tokyo,Law,Yes,Real Estate,22
Galen Weston,Dropout,None,,No Formal University,None,Yes,Tech,31
Eric Wittouck,Educated,PhD,1967.0,University of Tokyo,None,Yes,Retail,43
Simon Reuben,Dropout,None,,No Formal University,None,Yes,Media,28
Michael Otto,Dropout,None,,No Formal University,None,Yes,Finance,28
Melker Schorling & family,Educated,Bachelor’s,1960.0,MIT,Engineering,Yes,Tech,30
Zhang Yong,Educated,Master’s,1985.0,MIT,None,Yes,Finance,33
Laurent Dassault,Self-Taught,None,,No Formal University,None,No,Media,31
Olivier Dassault,Educated,Bachelor’s,1999.0,Harvard University,Law,No,Telecom,23
Thierry Dassault,Self-Taught,None,,No Formal University,None,No,Retail,22
Marie-Hélène Habert,Dropout,None,,No Formal University,None,No,Real Estate,24
Richard Qiangdong Liu,Educated,Master’s,2007.0,Harvard University,None,Yes,Telecom,30
Aiyawatt Srivaddhanaprabha & family,Educated,Master’s,1994.0,ETH Zurich,Economics,Yes,Media,34
Randa Duncan Williams,Educated,Master’s,1966.0,MIT,Economics,No,Retail,35
Andrei Skoch & family,Educated,PhD,2010.0,Stanford University,None,No,Manufacturing,27
Wolfgang Marguerre & family,Self-Taught,None,,No Formal University,None,No,Retail,39
Franziska Wuerbser & Gabriella Meister,Educated,Master’s,1999.0,No Formal University,Engineering,No,Telecom,41
Charles B. Johnson,Educated,Bachelor’s,1992.0,University of Oxford,Computer Science,No,Telecom,24
Rene Benko,Educated,Master’s,1980.0,No Formal University,History,Yes,Tech,25
Takahisa Takahara,Dropout,None,,No Formal University,None,Yes,Tech,43
David Barclay,Dropout,None,,No Formal University,None,No,Finance,44
